0,638665193554223088,ПнСрЧтПтСбВс,D:\games\Tropico Rus\voice\Narrator\GAME01.mp3,
0,638665170700000000,ПнВтСбВс,D:\games\Tropico Rus\voice\Narrator\GAME05.mp3,
0,638666916300000000,ПнПтСбВс,C:\Users\Pro\source\repos\WinAPI\WindowsForms\Clock\Sound\people.mp3,
0,638666921640000000,ПнВтСрЧтПтСбВс,C:\Users\Pro\Music\GAME07.mp3,
